Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2015-05-19-lords	ParlaMint-GB_2015-05-19-lords.u1	Minutes of the House of Lords, Daily Session 2015-05-19	2015-05-19	Upper house	55	-	2015-05-19	2015-05-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	TinaStowell	Stowell, Tina	F	-	
ParlaMint-GB-en_2015-05-19-lords	ParlaMint-GB_2015-05-19-lords.u2	Minutes of the House of Lords, Daily Session 2015-05-19	2015-05-19	Upper house	55	-	2015-05-19	2015-05-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	TinaStowell	Stowell, Tina	F	-	
ParlaMint-GB-en_2015-05-19-lords	ParlaMint-GB_2015-05-19-lords.u3	Minutes of the House of Lords, Daily Session 2015-05-19	2015-05-19	Upper house	55	-	2015-05-19	2015-05-19	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	TinaStowell	Stowell, Tina	F	-	
ParlaMint-GB-en_2015-05-19-lords	ParlaMint-GB_2015-05-19-lords.u4	Minutes of the House of Lords, Daily Session 2015-05-19	2015-05-19	Upper house	55	-	2015-05-19	2015-05-19	-	Reference	English	Regular	MP	notMinister	NA	Non-affiliated	-	-	FrancesDSouza	D'Souza, Frances	F	-	
ParlaMint-GB-en_2015-05-19-lords	ParlaMint-GB_2015-05-19-lords.u5	Minutes of the House of Lords, Daily Session 2015-05-19	2015-05-19	Upper house	55	-	2015-05-19	2015-05-19	-	Reference	English	Regular	MP	notMinister	NA	Non-affiliated	-	-	FrancesDSouza	D'Souza, Frances	F	-	
