Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u42779	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	JandrokovićGordan	Jandroković, Gordan	M	1967	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u42780	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Regular	MP	notMinister	DP	Domovinski pokret	Coalition	Right to far-right	PrkačinAnte	Prkačin, Ante	M	1953	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u42878	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	JandrokovićGordan	Jandroković, Gordan	M	1967	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u42879	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Regular	MP	notMinister	HSU	Hrvatska stranka umirovljenika	Coalition	Centre-left	HreljaSilvano	Hrelja, Silvano	M	1958	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u42977	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	JandrokovićGordan	Jandroković, Gordan	M	1967	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u42978	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Regular	MP	notMinister	SIP	Stranka s imenom i prezimenom	Coalition	Centre	OreškovićDalija	Orešković, Dalija	F	1977	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u42979	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	JandrokovićGordan	Jandroković, Gordan	M	1967	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u43064	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Regular	MP	notMinister	nezavisni	nezavisni	-	-	ZekanovićHrvoje	Zekanović, Hrvoje	M	1974	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u43136	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	JandrokovićGordan	Jandroković, Gordan	M	1967	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u43137	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	HajdašDončićSiniša	Hajdaš Dončić, Siniša	M	1974	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u43229	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	JandrokovićGordan	Jandroković, Gordan	M	1967	
ParlaMint-HR-en_2021-04-21-0	ParlaMint-HR_2021-04-21-0.u43230	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 7	2021-04-21	Unicameralism	10. mandat	-	Zasedanje 7	2021-07-15	-	COVID	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ĆelićIvan	Ćelić, Ivan	M	1976	
