Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27049	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27050	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27051	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27052	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27053	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27054	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27055	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27056	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27057	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27058	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27059	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27060	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27061	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27062	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27063	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27064	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27065	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27066	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27067	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27068	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27069	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27070	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27071	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27072	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27073	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27074	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2021-01-29-0	ParlaMint-HR_2021-01-29-0.u27075	Minutes of the National Assembly of the Republic of Croatia, Term 10, Session 5	2021-01-29	Unicameralism	10. mandat	-	Zasedanje 5	2021-02-05	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
