Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e55	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e91	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e202	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e207	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e278	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e285	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HELO	Orten, Helge	M	1966	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e292	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e299	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e308	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e317	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KEKA	Kaski, Kari Elisabeth	F	1987	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e324	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e333	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e341	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e346	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e355	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e360	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e383	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e388	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.IOL	Olsen, Ingalill	F	1955	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e395	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e400	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.IOD	Odnes, Ivar	M	1963	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e407	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e412	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e419	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e425	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e436	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e443	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e448	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e453	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.IOD	Odnes, Ivar	M	1963	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e472	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e477	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.SSA	Abrahamsen, Solveig Sundbø	F	1963	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e482	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.IOD	Odnes, Ivar	M	1963	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e489	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.BERST	Strifeldt, Bengt Rune	M	1971	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e498	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.IOD	Odnes, Ivar	M	1963	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e507	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e513	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.IOD	Odnes, Ivar	M	1963	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e518	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e523	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e551	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e558	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.NAJ	Jegstad, Nils Aage	M	1950	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e567	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e572	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.TAJ	Johnsen, Tor André	M	1968	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e581	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e588	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e595	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e605	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.HFG	Grøvan, Hans Fredrik	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e613	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e622	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e627	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e640	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e645	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KILE	Leirtrø, Kirsti	F	1963	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e659	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e666	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.SIMOS	Mossleth, Siv	F	1967	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e671	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e676	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e683	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e688	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-14	ParlaMint-NO_2017-12-14.ana.ud316e694	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-14	2017-12-14	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-14	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.HFG	Grøvan, Hans Fredrik	M	1953	
