Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e24	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e42	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KARH	Henriksen, Kari	F	1955	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e47	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e52	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.SR	Reiten, Steinar	M	1963	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e57	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e73	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e82	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.CTM	Myrseth, Cecilie	F	1984	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e93	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	notMP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e100	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.CTM	Myrseth, Cecilie	F	1984	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e111	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	notMP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e118	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e123	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.NKS	Sandtrøen, Nils Kristen	M	1989	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e130	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	notMP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e135	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e140	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.GP	Pollestad, Geir	M	1978	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e148	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	notMP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.PES	Sandberg, Per	M	1960	
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e157	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-06	ParlaMint-NO_2017-12-06.ana.ud570e162	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-06	2017-12-06	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-06	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.TKF	Fylkesnes, Torgeir Knag	M	1975	
