Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e27	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e65	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.HEIG	Greni, Heidi	F	1962	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e73	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e89	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e96	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ATR	Trettebergstuen, Anette	F	1981	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e107	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e122	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ATR	Trettebergstuen, Anette	F	1981	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e129	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e138	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e143	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.LVA	Vågslid, Lene	F	1986	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e150	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e157	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e162	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.ÅSJ	Sem-Jacobsen, Åslaug	F	1971	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e172	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e179	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e184	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.FAØ	Øvstegård, Freddy André	M	1994	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e191	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e198	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e203	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ABIR	Raja, Abid	M	1975	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e212	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e217	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e222	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.GJB	Bekkevold, Geir Jørgen	M	1963	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e231	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e238	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e244	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.TMV	Vedum, Trygve Slagsvold	M	1978	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e253	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e258	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e263	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.TMV	Vedum, Trygve Slagsvold	M	1978	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e270	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e277	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e282	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.GP	Pollestad, Geir	M	1978	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e289	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Regular	MP	Minister	FrP	Fremskrittspartiet	Coalition	Right	person.SHK	Horne, Solveig	F	1969	
ParlaMint-NO-en_2017-11-29	ParlaMint-NO_2017-11-29.ana.ud285e294	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-11-29	2017-11-29	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-11-29	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
