Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e116	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e322	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e329	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e334	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HTA	Tajik, Hadia	F	1983	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e341	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e348	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HTA	Tajik, Hadia	F	1983	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e355	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.EW	Wiborg, Erlend	M	1984	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e363	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HTA	Tajik, Hadia	F	1983	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e370	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e377	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HTA	Tajik, Hadia	F	1983	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e382	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e387	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.HTA	Tajik, Hadia	F	1983	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e394	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e399	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e439	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e444	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.LIC	Christoffersen, Lise	F	1955	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e451	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e460	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.LIC	Christoffersen, Lise	F	1955	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e470	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e477	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.LIC	Christoffersen, Lise	F	1955	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e484	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e489	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e498	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e507	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e514	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e525	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e530	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e570	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e577	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.ATLS	Simonsen, Atle	M	1988	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e583	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e590	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.ATLS	Simonsen, Atle	M	1988	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e595	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e602	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ANNS	Skjelstad, André N.	M	1965	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e609	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e616	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ANNS	Skjelstad, André N.	M	1965	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e621	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e631	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e636	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e653	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e658	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.LIC	Christoffersen, Lise	F	1955	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e668	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e675	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.KTR	Riise, Kristian Tonning	M	1988	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e684	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e689	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.KTR	Riise, Kristian Tonning	M	1988	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e694	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e699	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.ATLS	Simonsen, Atle	M	1988	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e706	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e711	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ANNS	Skjelstad, André N.	M	1965	
ParlaMint-NO-en_2017-12-15	ParlaMint-NO_2017-12-15.ana.ud37e716	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2017-2018, Sitting day 2017-12-15	2017-12-15	Unicameralism	Term 2017-2021	Session 2017-2018	-	Sitting day 2017-12-15	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
