Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U1	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U2	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Guest	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Coalition	Centre to centre-right	DaudzeGundars	Daudze, Gundars	M	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U3	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Guest	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U4	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Guest	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Coalition	Centre to centre-right	DaudzeGundars	Daudze, Gundars	M	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U5	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U6	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	NestorsEiki	Nestors, Eiki	M	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U7	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U8	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GraužiņieneLoreta	Graužiņiene, Loreta	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U9	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U10	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GudfinsonsEinars	Gudfinsons, Einars	M	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U11	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U12	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	Hadsona-DīnaŠarona	Hadsona-Dīna, Šarona	F	-	
ParlaMint-LV-en_2015-05-04-PT12-298	ParlaMint-LV_2015-05-04-PT12-298-U13	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2015-05-04	2015-05-04	Unicameralism	12. sasaukums	-	Regulārā	2015-05-04	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
