Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u1	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	PaulaRisikko	Risikko, Paula	F	1960	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u2	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	PaulaRisikko	Risikko, Paula	F	1960	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u3	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	PekkaPuska	Puska, Pekka	M	1945	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u4	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u5	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	HannaSarkkinen	Sarkkinen, Hanna	F	1988	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u6	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	AnttiKurvinen	Kurvinen, Antti	M	1986	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u7	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	SariEssayah	Essayah, Sari	F	1967	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u8	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	MarisannaJarva	Jarva, Marisanna	F	1981	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u9	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	KESK	Centre Party	Coalition	Centre	TuomoPuumala	Puumala, Tuomo	M	1982	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u10	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	JoonaRäsänen	Räsänen, Joona	M	1987	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u11	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	SofiaVikman	Vikman, Sofia	F	1983	
ParlaMint-FI-en_2019-03-01-ps-168	ParlaMint-FI_2019-03-01-ps-168.u12	Minutes of the Finnish Parliament's plenary session 168/2018, 2019-03-01	2019-03-01	Unicameralism	Vaalikausi 2015	Valtiopäivät 2018	Täysistunto 168	2019-03-01	-	Reference	English	Chairperson	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	PaulaRisikko	Risikko, Paula	F	1960	
