Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2019-10-04-ps-44	ParlaMint-FI_2019-10-04-ps-44.u1	Minutes of the Finnish Parliament's plenary session 44/2019, 2019-10-04	2019-10-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 44	2019-10-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	JuhoEerola	Eerola, Juho	M	1975	
ParlaMint-FI-en_2019-10-04-ps-44	ParlaMint-FI_2019-10-04-ps-44.u2	Minutes of the Finnish Parliament's plenary session 44/2019, 2019-10-04	2019-10-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 44	2019-10-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	JuhoEerola	Eerola, Juho	M	1975	
ParlaMint-FI-en_2019-10-04-ps-44	ParlaMint-FI_2019-10-04-ps-44.u3	Minutes of the Finnish Parliament's plenary session 44/2019, 2019-10-04	2019-10-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 44	2019-10-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	JuhoEerola	Eerola, Juho	M	1975	
ParlaMint-FI-en_2019-10-04-ps-44	ParlaMint-FI_2019-10-04-ps-44.u4	Minutes of the Finnish Parliament's plenary session 44/2019, 2019-10-04	2019-10-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 44	2019-10-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	JuhoEerola	Eerola, Juho	M	1975	
ParlaMint-FI-en_2019-10-04-ps-44	ParlaMint-FI_2019-10-04-ps-44.u5	Minutes of the Finnish Parliament's plenary session 44/2019, 2019-10-04	2019-10-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 44	2019-10-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	JuhoEerola	Eerola, Juho	M	1975	
ParlaMint-FI-en_2019-10-04-ps-44	ParlaMint-FI_2019-10-04-ps-44.u6	Minutes of the Finnish Parliament's plenary session 44/2019, 2019-10-04	2019-10-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 44	2019-10-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	JuhoEerola	Eerola, Juho	M	1975	
ParlaMint-FI-en_2019-10-04-ps-44	ParlaMint-FI_2019-10-04-ps-44.u7	Minutes of the Finnish Parliament's plenary session 44/2019, 2019-10-04	2019-10-04	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 44	2019-10-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	JuhoEerola	Eerola, Juho	M	1975	
