Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2019-06-28-ps-25	ParlaMint-FI_2019-06-28-ps-25.u1	Minutes of the Finnish Parliament's plenary session 25/2019, 2019-06-28	2019-06-28	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 25	2019-06-28	-	Reference	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	TuulaHaatainen	Haatainen, Tuula	F	1960	
ParlaMint-FI-en_2019-06-28-ps-25	ParlaMint-FI_2019-06-28-ps-25.u2	Minutes of the Finnish Parliament's plenary session 25/2019, 2019-06-28	2019-06-28	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 25	2019-06-28	-	Reference	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	TuulaHaatainen	Haatainen, Tuula	F	1960	
ParlaMint-FI-en_2019-06-28-ps-25	ParlaMint-FI_2019-06-28-ps-25.u3	Minutes of the Finnish Parliament's plenary session 25/2019, 2019-06-28	2019-06-28	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 25	2019-06-28	-	Reference	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	TuulaHaatainen	Haatainen, Tuula	F	1960	
ParlaMint-FI-en_2019-06-28-ps-25	ParlaMint-FI_2019-06-28-ps-25.u4	Minutes of the Finnish Parliament's plenary session 25/2019, 2019-06-28	2019-06-28	Unicameralism	Vaalikausi 2019	Valtiopäivät 2019	Täysistunto 25	2019-06-28	-	Reference	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	TuulaHaatainen	Haatainen, Tuula	F	1960	
