Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e26	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e35	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e48	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e219	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e226	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e237	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e245	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e255	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e260	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e268	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e278	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e284	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2016-10-01	ParlaMint-NO_2016-10-01.ana.ud379e292	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2016-2017, Sitting day 2016-10-01	2016-10-01	Unicameralism	Term 2013-2017	Session 2016-2017	-	Sitting day 2016-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
