Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2005-09-21-022-XXII-NRSITZ-00121	ParlaMint-AT_2005-09-21-022-XXII-NRSITZ-00121_d7e364	Sitting Number 121, Legislative period XXII, Wednesday, 21. September 2005	2005-09-21	Lower house	Legislative period XXII	-	-	Sitting 121	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2005-09-21-022-XXII-NRSITZ-00121	ParlaMint-AT_2005-09-21-022-XXII-NRSITZ-00121_d7e395	Sitting Number 121, Legislative period XXII, Wednesday, 21. September 2005	2005-09-21	Lower house	Legislative period XXII	-	-	Sitting 121	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2005-09-21-022-XXII-NRSITZ-00121	ParlaMint-AT_2005-09-21-022-XXII-NRSITZ-00121_d7e575	Sitting Number 121, Legislative period XXII, Wednesday, 21. September 2005	2005-09-21	Lower house	Legislative period XXII	-	-	Sitting 121	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2005-09-21-022-XXII-NRSITZ-00121	ParlaMint-AT_2005-09-21-022-XXII-NRSITZ-00121_d7e600	Sitting Number 121, Legislative period XXII, Wednesday, 21. September 2005	2005-09-21	Lower house	Legislative period XXII	-	-	Sitting 121	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_01347	Verzetnitsch, Friedrich	M	1945	
ParlaMint-AT-en_2005-09-21-022-XXII-NRSITZ-00121	ParlaMint-AT_2005-09-21-022-XXII-NRSITZ-00121_d7e642	Sitting Number 121, Legislative period XXII, Wednesday, 21. September 2005	2005-09-21	Lower house	Legislative period XXII	-	-	Sitting 121	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
ParlaMint-AT-en_2005-09-21-022-XXII-NRSITZ-00121	ParlaMint-AT_2005-09-21-022-XXII-NRSITZ-00121_d7e681	Sitting Number 121, Legislative period XXII, Wednesday, 21. September 2005	2005-09-21	Lower house	Legislative period XXII	-	-	Sitting 121	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_04476	Prammer, Barbara	F	1954	
