Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2005-03-03-022-XXII-NRSITZ-00098	ParlaMint-AT_2005-03-03-022-XXII-NRSITZ-00098_d7e389	Sitting Number 98, Legislative period XXII, Thursday, 3. March 2005	2005-03-03	Lower house	Legislative period XXII	-	-	Sitting 98	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2005-03-03-022-XXII-NRSITZ-00098	ParlaMint-AT_2005-03-03-022-XXII-NRSITZ-00098_d7e417	Sitting Number 98, Legislative period XXII, Thursday, 3. March 2005	2005-03-03	Lower house	Legislative period XXII	-	-	Sitting 98	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2005-03-03-022-XXII-NRSITZ-00098	ParlaMint-AT_2005-03-03-022-XXII-NRSITZ-00098_d7e731	Sitting Number 98, Legislative period XXII, Thursday, 3. March 2005	2005-03-03	Lower house	Legislative period XXII	-	-	Sitting 98	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2005-03-03-022-XXII-NRSITZ-00098	ParlaMint-AT_2005-03-03-022-XXII-NRSITZ-00098_d7e752	Sitting Number 98, Legislative period XXII, Thursday, 3. March 2005	2005-03-03	Lower house	Legislative period XXII	-	-	Sitting 98	-	Reference	English	Regular	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_01226	Molterer, Wilhelm	M	1955	
ParlaMint-AT-en_2005-03-03-022-XXII-NRSITZ-00098	ParlaMint-AT_2005-03-03-022-XXII-NRSITZ-00098_d7e786	Sitting Number 98, Legislative period XXII, Thursday, 3. March 2005	2005-03-03	Lower house	Legislative period XXII	-	-	Sitting 98	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2005-03-03-022-XXII-NRSITZ-00098	ParlaMint-AT_2005-03-03-022-XXII-NRSITZ-00098_d7e824	Sitting Number 98, Legislative period XXII, Thursday, 3. March 2005	2005-03-03	Lower house	Legislative period XXII	-	-	Sitting 98	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	-	Centre-left	PAD_00178	Cap, Josef	M	1952	
ParlaMint-AT-en_2005-03-03-022-XXII-NRSITZ-00098	ParlaMint-AT_2005-03-03-022-XXII-NRSITZ-00098_d7e848	Sitting Number 98, Legislative period XXII, Thursday, 3. March 2005	2005-03-03	Lower house	Legislative period XXII	-	-	Sitting 98	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
