Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-12-12-ps2017-004-01-015-027	ParlaMint-CZ_2017-12-12-ps2017-004-01-015-027.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-12	2017-12-12	Lower house	ps2017	-	ps2017/004	ps2017/004/01	ps2017/004/027	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	-	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2017-12-12-ps2017-004-01-015-027	ParlaMint-CZ_2017-12-12-ps2017-004-01-015-027.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-12	2017-12-12	Lower house	ps2017	-	ps2017/004	ps2017/004/01	ps2017/004/027	Reference	English	Regular	notMP	Minister	-	-	-	-	MiloslavLudvik.1963	Ludvík, Miloslav	M	1963	
ParlaMint-CZ-en_2017-12-12-ps2017-004-01-015-027	ParlaMint-CZ_2017-12-12-ps2017-004-01-015-027.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-12	2017-12-12	Lower house	ps2017	-	ps2017/004	ps2017/004/01	ps2017/004/027	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	-	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2017-12-12-ps2017-004-01-015-027	ParlaMint-CZ_2017-12-12-ps2017-004-01-015-027.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-12	2017-12-12	Lower house	ps2017	-	ps2017/004	ps2017/004/01	ps2017/004/027	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	AdamVojtech.1986	Vojtěch, Adam	M	1986	
ParlaMint-CZ-en_2017-12-12-ps2017-004-01-015-027	ParlaMint-CZ_2017-12-12-ps2017-004-01-015-027.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-12-12	2017-12-12	Lower house	ps2017	-	ps2017/004	ps2017/004/01	ps2017/004/027	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	-	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
