Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	-	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	-	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u12	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u13	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u14	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	-	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2017-11-20-ps2017-001-01-005-005	ParlaMint-CZ_2017-11-20-ps2017-001-01-005-005.u15	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-20	2017-11-20	Lower house	ps2017	-	ps2017/001	ps2017/001/01	ps2017/001/005	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
