Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-11-30-ps2017-002-02-004-032	ParlaMint-CZ_2017-11-30-ps2017-002-02-004-032.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-30	2017-11-30	Lower house	ps2017	-	ps2017/002	ps2017/002/02	ps2017/002/032	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-11-30-ps2017-002-02-004-032	ParlaMint-CZ_2017-11-30-ps2017-002-02-004-032.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-30	2017-11-30	Lower house	ps2017	-	ps2017/002	ps2017/002/02	ps2017/002/032	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2017-11-30-ps2017-002-02-004-032	ParlaMint-CZ_2017-11-30-ps2017-002-02-004-032.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-30	2017-11-30	Lower house	ps2017	-	ps2017/002	ps2017/002/02	ps2017/002/032	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
