Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	JitkaChalankova.1957	Chalánková, Jitka	F	1957	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	JitkaChalankova.1957	Chalánková, Jitka	F	1957	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriMihola.1972	Mihola, Jiří	M	1972	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2017-03-02-ps2013-055-07-000-000	ParlaMint-CZ_2017-03-02-ps2013-055-07-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-03-02	2017-03-02	Lower house	ps2013	-	ps2013/055	ps2013/055/07	ps2013/055/000	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
