Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Guest	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	BohuslavSobotka.1971	Sobotka, Bohuslav	M	1971	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MarekZenisek.1978	Ženíšek, Marek	M	1978	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	OndrejBenesik.1976	Benešík, Ondřej	M	1976	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-012-281	ParlaMint-CZ_2017-04-12-ps2013-056-06-012-281.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/281	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
