Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	MarekCernoch.1969	Černoch, Marek	M	1969	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriMihola.1972	Mihola, Jiří	M	1972	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JosefKott.1970	Kott, Josef	M	1970	
ParlaMint-CZ-en_2017-04-12-ps2013-056-06-000-000	ParlaMint-CZ_2017-04-12-ps2013-056-06-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-04-12	2017-04-12	Lower house	ps2013	-	ps2013/056	ps2013/056/06	ps2013/056/000	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
