Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IvanPilny.1944	Pilný, Ivan	M	1944	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VladimirKonicek.1964	Koníček, Vladimír	M	1964	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JanKlan.1982	Klán, Jan	M	1982	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JanKlan.1982	Klán, Jan	M	1982	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-006-009	ParlaMint-CZ_2017-06-06-ps2013-057-09-006-009.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/009	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
