Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Regular	notMP	Minister	-	-	-	-	DanTok.1959	Ťok, Dan	M	1959	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	StanislavPfleger.1958	Pfléger, Stanislav	M	1958	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	JanKlan.1982	Klán, Jan	M	1982	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u12	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JaroslavFoldyna.1960	Foldyna, Jaroslav	M	1960	
ParlaMint-CZ-en_2017-06-06-ps2013-057-09-003-023	ParlaMint-CZ_2017-06-06-ps2013-057-09-003-023.u13	Parliament of the Czech Republic, Chamber of Deputies, 2017-06-06	2017-06-06	Lower house	ps2013	-	ps2013/057	ps2013/057/09	ps2013/057/023	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
