Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-11-28-ps2017-002-01-017-016	ParlaMint-CZ_2017-11-28-ps2017-002-01-017-016.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-28	2017-11-28	Lower house	ps2017	-	ps2017/002	ps2017/002/01	ps2017/002/016	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	-	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2017-11-28-ps2017-002-01-017-016	ParlaMint-CZ_2017-11-28-ps2017-002-01-017-016.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-28	2017-11-28	Lower house	ps2017	-	ps2017/002	ps2017/002/01	ps2017/002/016	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2017-11-28-ps2017-002-01-017-016	ParlaMint-CZ_2017-11-28-ps2017-002-01-017-016.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-28	2017-11-28	Lower house	ps2017	-	ps2017/002	ps2017/002/01	ps2017/002/016	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	-	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
