Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanChvojka.1980	Chvojka, Jan	M	1980	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanChvojka.1980	Chvojka, Jan	M	1980	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZuzkaBebarovaRujbrova.1951	Bebarová Rujbrová, Zuzka	F	1951	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZuzkaBebarovaRujbrova.1951	Bebarová Rujbrová, Zuzka	F	1951	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZuzkaBebarovaRujbrova.1951	Bebarová Rujbrová, Zuzka	F	1951	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u12	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZuzkaBebarovaRujbrova.1951	Bebarová Rujbrová, Zuzka	F	1951	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u13	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u14	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	ZuzkaBebarovaRujbrova.1951	Bebarová Rujbrová, Zuzka	F	1951	
ParlaMint-CZ-en_2017-09-08-ps2013-060-04-001-034	ParlaMint-CZ_2017-09-08-ps2013-060-04-001-034.u15	Parliament of the Czech Republic, Chamber of Deputies, 2017-09-08	2017-09-08	Lower house	ps2013	-	ps2013/060	ps2013/060/04	ps2013/060/034	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
