Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u1	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u2	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u3	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u4	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u5	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u6	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u7	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u8	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u9	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u10	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	JiriHlavaty.1948	Hlavatý, Jiří	M	1948	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u11	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u12	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	MartinPuta.1971	Půta, Martin	M	1971	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u13	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u14	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2017-11-24-ps2017-001-03-006-016	ParlaMint-CZ_2017-11-24-ps2017-001-03-006-016.u15	Parliament of the Czech Republic, Chamber of Deputies, 2017-11-24	2017-11-24	Lower house	ps2017	-	ps2017/001	ps2017/001/03	ps2017/001/016	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
