Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e34	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e49	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ABIR	Raja, Abid	M	1975	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e54	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e66	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e69	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.ATW	Wøien, Anne Tingelstad	F	1965	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e74	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e94	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e108	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-24	ParlaMint-NO_2013-10-24.ana.ud442e6265	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-24	2013-10-24	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-24	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
