Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2013-11-19	ParlaMint-NO_2013-11-19.ana.ud1290e39	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-11-19	2013-11-19	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-11-19	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-11-19	ParlaMint-NO_2013-11-19.ana.ud1290e67	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-11-19	2013-11-19	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-11-19	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-11-19	ParlaMint-NO_2013-11-19.ana.ud1290e160	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-11-19	2013-11-19	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-11-19	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-11-19	ParlaMint-NO_2013-11-19.ana.ud1290e176	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-11-19	2013-11-19	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-11-19	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-11-19	ParlaMint-NO_2013-11-19.ana.ud1290e190	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-11-19	2013-11-19	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-11-19	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-11-19	ParlaMint-NO_2013-11-19.ana.ud1290e204	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-11-19	2013-11-19	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-11-19	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-11-19	ParlaMint-NO_2013-11-19.ana.ud1290e295	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-11-19	2013-11-19	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-11-19	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
