Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e22	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e130	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e133	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.LIC	Christoffersen, Lise	F	1955	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e138	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e158	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Regular	notMP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.SJ	Johnsen, Sigbjørn	M	1950	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e373	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e407	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e410	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.JES	Stoltenberg, Jens	M	1959	
ParlaMint-NO-en_2013-10-14	ParlaMint-NO_2013-10-14.ana.ud822e417	Hansard from meeting in the Norwegian Parliament, term 2013-2017, Session 2013-2014, Sitting day 2013-10-14	2013-10-14	Unicameralism	Term 2013-2017	Session 2013-2014	-	Sitting day 2013-10-14	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.OLET	Thommessen, Olemic	M	1956	
