Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U1	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U2	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U3	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	l_oviir_19770301	Oviir, Liisa	F	1977	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U4	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U5	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	Coalition	Centre-left	m_šorin_19740609	Šorin, Marko	M	1974	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U6	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U7	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	u_tiidus_19540606	Tiidus, Urve	F	1954	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U8	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U9	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Regular	MP	notMinister	VABA	Vabaerakond	-	Centre-right	m_haukanõmm_19720522	Haukanõmm, Monika	F	1972	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U10	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U11	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	hv_seeder_19640907	Seeder, Helir-Valdor	M	1964	
ParlaMint-EE-en_2016-11-24	ParlaMint-EE_2016-11-24_U12	XIII Parliament term, IV Session, Plenary Assembly regular meeting on Thursday, 24.11.2016, 10:00	2016-11-24	Unicameralism	XIII Riigikogu	IV regular session	-	2016-11-24	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	hv_seeder_19640907	Seeder, Helir-Valdor	M	1964	
