Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U1	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U2	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U3	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	n_parrest_00000000	Parrest, N	U	-	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U4	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U5	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	r_vakra_19810310	Vakra, Rainer	M	1981	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U6	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U7	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Regular	MP	notMinister	VABA	Vabaerakond	-	Centre-right	a_ammas_19620225	Ammas, Andres	M	1962	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U8	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U9	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U10	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	r_ratas_19380509	Ratas, Rein	M	1938	
ParlaMint-EE-en_2016-04-21	ParlaMint-EE_2016-04-21_U11	XIII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 21.04.2016, 10:00	2016-04-21	Unicameralism	XIII Riigikogu	III regular session	-	2016-04-21	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
