Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-05-12-ps2021-019-07-005-067	ParlaMint-CZ_2022-05-12-ps2021-019-07-005-067.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-05-12	2022-05-12	Lower house	ps2021	-	ps2021/019	ps2021/019/07	ps2021/019/067	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-05-12-ps2021-019-07-005-067	ParlaMint-CZ_2022-05-12-ps2021-019-07-005-067.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-05-12	2022-05-12	Lower house	ps2021	-	ps2021/019	ps2021/019/07	ps2021/019/067	COVID,War	English	Regular	notMP	Minister	-	-	-	-	JozefSikela.1967	Síkela, Jozef	M	1967	
ParlaMint-CZ-en_2022-05-12-ps2021-019-07-005-067	ParlaMint-CZ_2022-05-12-ps2021-019-07-005-067.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-05-12	2022-05-12	Lower house	ps2021	-	ps2021/019	ps2021/019/07	ps2021/019/067	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-05-12-ps2021-019-07-005-067	ParlaMint-CZ_2022-05-12-ps2021-019-07-005-067.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-05-12	2022-05-12	Lower house	ps2021	-	ps2021/019	ps2021/019/07	ps2021/019/067	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JaroslavBzoch.1983	Bžoch, Jaroslav	M	1983	
ParlaMint-CZ-en_2022-05-12-ps2021-019-07-005-067	ParlaMint-CZ_2022-05-12-ps2021-019-07-005-067.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-05-12	2022-05-12	Lower house	ps2021	-	ps2021/019	ps2021/019/07	ps2021/019/067	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
