Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinExner.1963	Exner, Martin	M	1963	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinExner.1963	Exner, Martin	M	1963	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinExner.1963	Exner, Martin	M	1963	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinExner.1963	Exner, Martin	M	1963	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinExner.1963	Exner, Martin	M	1963	
ParlaMint-CZ-en_2022-06-14-ps2021-025-05-007-146	ParlaMint-CZ_2022-06-14-ps2021-025-05-007-146.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-14	2022-06-14	Lower house	ps2021	-	ps2021/025	ps2021/025/05	ps2021/025/146	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
