Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Regular	notMP	Minister	-	-	-	-	JozefSikela.1967	Síkela, Jozef	M	1967	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	JiriHajek.1961	Hájek, Jiří	M	1961	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MargitaBalastikova.1967	Balaštíková, Margita	F	1967	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	BerenikaPestova.1971	Peštová, Berenika	F	1971	
ParlaMint-CZ-en_2022-12-16-ps2021-048-03-006-004	ParlaMint-CZ_2022-12-16-ps2021-048-03-006-004.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-16	2022-12-16	Lower house	ps2021	-	ps2021/048	ps2021/048/03	ps2021/048/004	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
