Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadekKoten.1965	Koten, Radek	M	1965	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	PetraQuittova.1972	Quittová, Petra	F	1972	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u17	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	LuciePotuckova.1975	Potůčková, Lucie	F	1975	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u18	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u19	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u20	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2022-11-15-ps2021-045-01-003-034	ParlaMint-CZ_2022-11-15-ps2021-045-01-003-034.u21	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-15	2022-11-15	Lower house	ps2021	-	ps2021/045	ps2021/045/01	ps2021/045/034	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
