Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	MartinBaxa.1975	Baxa, Martin	M	1975	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	JanLacina.1970	Lacina, Jan	M	1970	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	OndrejBabka.1994	Babka, Ondřej	M	1994	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	MartinBaxa.1975	Baxa, Martin	M	1975	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	JanLacina.1970	Lacina, Jan	M	1970	
ParlaMint-CZ-en_2022-12-02-ps2021-045-07-001-107	ParlaMint-CZ_2022-12-02-ps2021-045-07-001-107.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-02	2022-12-02	Lower house	ps2021	-	ps2021/045	ps2021/045/07	ps2021/045/107	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
