Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadovanVich.1964	Vích, Radovan	M	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadovanVich.1964	Vích, Radovan	M	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PetrSadovsky.1969	Sadovský, Petr	M	1969	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-011-028	ParlaMint-CZ_2022-10-14-ps2021-041-04-011-028.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/028	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
