Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Guest	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VitVomacka.1960	Vomáčka, Vít	M	1960	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JosefKott.1970	Kott, Josef	M	1970	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	OldrichCerny.1965	Černý, Oldřich	M	1965	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VitVomacka.1960	Vomáčka, Vít	M	1960	
ParlaMint-CZ-en_2022-11-29-ps2021-045-04-002-007	ParlaMint-CZ_2022-11-29-ps2021-045-04-002-007.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-11-29	2022-11-29	Lower house	ps2021	-	ps2021/045	ps2021/045/04	ps2021/045/007	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
