Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-06-03-ps2021-025-04-000-000	ParlaMint-CZ_2022-06-03-ps2021-025-04-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-03	2022-06-03	Lower house	ps2021	-	ps2021/025	ps2021/025/04	ps2021/025/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-06-03-ps2021-025-04-000-000	ParlaMint-CZ_2022-06-03-ps2021-025-04-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-03	2022-06-03	Lower house	ps2021	-	ps2021/025	ps2021/025/04	ps2021/025/000	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2022-06-03-ps2021-025-04-000-000	ParlaMint-CZ_2022-06-03-ps2021-025-04-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-03	2022-06-03	Lower house	ps2021	-	ps2021/025	ps2021/025/04	ps2021/025/000	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
