Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Regular	notMP	Minister	-	-	-	-	JozefSikela.1967	Síkela, Jozef	M	1967	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MichaelRataj.1969	Rataj, Michael	M	1969	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	MarekNovak.1976	Novák, Marek	M	1976	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MichaelRataj.1969	Rataj, Michael	M	1969	
ParlaMint-CZ-en_2022-04-05-ps2021-016-05-004-020	ParlaMint-CZ_2022-04-05-ps2021-016-05-004-020.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-05	2022-04-05	Lower house	ps2021	-	ps2021/016	ps2021/016/05	ps2021/016/020	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
