Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Guest	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	KarlaMarikova.1981	Maříková, Karla	F	1981	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Guest	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2022-12-01-ps2021-045-06-001-167	ParlaMint-CZ_2022-12-01-ps2021-045-06-001-167.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-12-01	2022-12-01	Lower house	ps2021	-	ps2021/045	ps2021/045/06	ps2021/045/167	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
