Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-03-10-ps2021-014-01-005-005	ParlaMint-CZ_2022-03-10-ps2021-014-01-005-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-10	2022-03-10	Lower house	ps2021	-	ps2021/014	ps2021/014/01	ps2021/014/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-03-10-ps2021-014-01-005-005	ParlaMint-CZ_2022-03-10-ps2021-014-01-005-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-10	2022-03-10	Lower house	ps2021	-	ps2021/014	ps2021/014/01	ps2021/014/005	COVID,War	English	Regular	MP	Minister	-	-	-	-	AnnaHubackova.1957	Hubáčková, Anna	F	1957	
ParlaMint-CZ-en_2022-03-10-ps2021-014-01-005-005	ParlaMint-CZ_2022-03-10-ps2021-014-01-005-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-10	2022-03-10	Lower house	ps2021	-	ps2021/014	ps2021/014/01	ps2021/014/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-03-10-ps2021-014-01-005-005	ParlaMint-CZ_2022-03-10-ps2021-014-01-005-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-10	2022-03-10	Lower house	ps2021	-	ps2021/014	ps2021/014/01	ps2021/014/005	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanaBacikova.1969	Bačíková, Jana	F	1969	
ParlaMint-CZ-en_2022-03-10-ps2021-014-01-005-005	ParlaMint-CZ_2022-03-10-ps2021-014-01-005-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-10	2022-03-10	Lower house	ps2021	-	ps2021/014	ps2021/014/01	ps2021/014/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-03-10-ps2021-014-01-005-005	ParlaMint-CZ_2022-03-10-ps2021-014-01-005-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-10	2022-03-10	Lower house	ps2021	-	ps2021/014	ps2021/014/01	ps2021/014/005	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanaBacikova.1969	Bačíková, Jana	F	1969	
ParlaMint-CZ-en_2022-03-10-ps2021-014-01-005-005	ParlaMint-CZ_2022-03-10-ps2021-014-01-005-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-03-10	2022-03-10	Lower house	ps2021	-	ps2021/014	ps2021/014/01	ps2021/014/005	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
