Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	IvetaStefanova.1983	Štefanová, Iveta	F	1983	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2022-10-14-ps2021-041-04-003-099	ParlaMint-CZ_2022-10-14-ps2021-041-04-003-099.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-10-14	2022-10-14	Lower house	ps2021	-	ps2021/041	ps2021/041/04	ps2021/041/099	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
