Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u10	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2022-04-27-ps2021-019-02-001-073	ParlaMint-CZ_2022-04-27-ps2021-019-02-001-073.u11	Parliament of the Czech Republic, Chamber of Deputies, 2022-04-27	2022-04-27	Lower house	ps2021	-	ps2021/019	ps2021/019/02	ps2021/019/073	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
