Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u2	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Regular	notMP	Minister	-	-	-	-	JozefSikela.1967	Síkela, Jozef	M	1967	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u3	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u4	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	OndrejLochman.1980	Lochman, Ondřej	M	1980	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u5	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u6	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JaroslavBzoch.1983	Bžoch, Jaroslav	M	1983	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u7	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u8	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadekKoten.1965	Koten, Radek	M	1965	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-003-058	ParlaMint-CZ_2022-01-28-ps2021-006-08-003-058.u9	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/058	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
