Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e70	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e82	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e96	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e101	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e115	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e131	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e145	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e159	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_1999-06-18-upper	ParlaMint-NO_1999-06-18-upper.ana.ud1630e173	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-18	1999-06-18	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-18	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
