Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-06-08	ParlaMint-NO_1999-06-08.ana.ud1281e25	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-08	1999-06-08	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-06-08	ParlaMint-NO_1999-06-08.ana.ud1281e70	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-08	1999-06-08	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-08	-	Reference	English	Regular	MP	notMinister	TF	Tverrpolitisk Folkevalgte (Kystpartiet)	-	Centre-right	person.SEBA	Bastesen, Steinar	M	1945	
ParlaMint-NO-en_1999-06-08	ParlaMint-NO_1999-06-08.ana.ud1281e89	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-08	1999-06-08	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-08	-	Reference	English	Regular	notMP	Minister	V	Venstre	Coalition	Centre	person.GFJ	Fjellanger, Guro	F	1964	
ParlaMint-NO-en_1999-06-08	ParlaMint-NO_1999-06-08.ana.ud1281e102	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-08	1999-06-08	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-08	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TP	Pedersen, Torny	F	1946	
ParlaMint-NO-en_1999-06-08	ParlaMint-NO_1999-06-08.ana.ud1281e113	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-08	1999-06-08	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-06-08	ParlaMint-NO_1999-06-08.ana.ud1281e121	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-08	1999-06-08	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-06-08	ParlaMint-NO_1999-06-08.ana.ud1281e143	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-06-08	1999-06-08	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-06-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
