Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e35	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JH	Holte, Jørgen	M	1944	
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e63	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.SIVJ	Jensen, Siv	F	1969	
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e74	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.BJØB	Brende, Børge	M	1965	
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e83	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.ML	Lund, Morten	M	1945	
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e91	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.ML	Lund, Morten	M	1945	
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e172	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.ML	Lund, Morten	M	1945	
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e181	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.ML	Lund, Morten	M	1945	
ParlaMint-NO-en_1999-05-06-lower	ParlaMint-NO_1999-05-06-lower.ana.ud1056e190	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-06	1999-05-06	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-06	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.ML	Lund, Morten	M	1945	
