Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e23	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e116	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e119	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e124	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e127	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.JS	Simonsen, Jan	M	1953	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e132	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e135	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Regular	MP	notMinister	TF	Tverrpolitisk Folkevalgte (Kystpartiet)	-	Centre-right	person.SEBA	Bastesen, Steinar	M	1945	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e143	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e153	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Regular	MP	Minister	Sp	Senterpartiet	Coalition	Centre	person.GR	Restad, Gudmund	M	1937	
ParlaMint-NO-en_1999-10-04	ParlaMint-NO_1999-10-04.ana.ud1467e363	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-04	1999-10-04	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
