Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e23	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e50	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Regular	MP	notMinister	TF	Tverrpolitisk Folkevalgte (Kystpartiet)	-	Centre-right	person.SEBA	Bastesen, Steinar	M	1945	
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e55	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e58	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e63	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e73	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.KMB	Bondevik, Kjell Magne	M	1947	
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e248	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_1999-03-18	ParlaMint-NO_1999-03-18.ana.ud1564e257	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-03-18	1999-03-18	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-03-18	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
