Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-05-25-lower	ParlaMint-NO_1999-05-25-lower.ana.ud1756e39	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-25	1999-05-25	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-25	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-05-25-lower	ParlaMint-NO_1999-05-25-lower.ana.ud1756e47	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-25	1999-05-25	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-25	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-05-25-lower	ParlaMint-NO_1999-05-25-lower.ana.ud1756e130	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-25	1999-05-25	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-25	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-05-25-lower	ParlaMint-NO_1999-05-25-lower.ana.ud1756e138	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-05-25	1999-05-25	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-05-25	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
