Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e40	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e54	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e62	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e386	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e394	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e431	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e439	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
ParlaMint-NO-en_1999-11-18-lower	ParlaMint-NO_1999-11-18-lower.ana.ud2553e448	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-11-18	1999-11-18	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-11-18	-	Reference	English	Chairperson	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JR	Ringstad, Jorunn	F	1943	
