Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-10-19-lower	ParlaMint-NO_1999-10-19-lower.ana.ud1204e28	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-19	1999-10-19	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1999-10-19-lower	ParlaMint-NO_1999-10-19-lower.ana.ud1204e31	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-19	1999-10-19	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-19	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OHE	Hedstrøm, Øystein	M	1946	
ParlaMint-NO-en_1999-10-19-lower	ParlaMint-NO_1999-10-19-lower.ana.ud1204e36	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-19	1999-10-19	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1999-10-19-lower	ParlaMint-NO_1999-10-19-lower.ana.ud1204e46	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-19	1999-10-19	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1999-10-19-lower	ParlaMint-NO_1999-10-19-lower.ana.ud1204e49	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-19	1999-10-19	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-19	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.UAA	Aarrestad, Unn	F	1938	
ParlaMint-NO-en_1999-10-19-lower	ParlaMint-NO_1999-10-19-lower.ana.ud1204e54	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-10-19	1999-10-19	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
