Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e25	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e40	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e49	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e57	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e114	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e204	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e613	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e652	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e657	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
ParlaMint-NO-en_1999-12-17	ParlaMint-NO_1999-12-17.ana.ud525e666	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-17	1999-12-17	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-17	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GBR	Breimo, Gunnar	M	1939	
