Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-12-21-lower	ParlaMint-NO_1999-12-21-lower.ana.ud1401e24	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-21	1999-12-21	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-21	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1999-12-21-lower	ParlaMint-NO_1999-12-21-lower.ana.ud1401e27	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-21	1999-12-21	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-21	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.TSØ	Søviknes, Terje	M	1969	
ParlaMint-NO-en_1999-12-21-lower	ParlaMint-NO_1999-12-21-lower.ana.ud1401e32	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-21	1999-12-21	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-21	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1999-12-21-lower	ParlaMint-NO_1999-12-21-lower.ana.ud1401e169	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 1999-12-21	1999-12-21	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 1999-12-21	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
