Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u1	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u2	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Regular	MP	notMinister	-	-	-	-	LolyDeJuanMiguel	De Juan Miguel, Loly	F	-	
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u3	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u4	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Regular	MP	notMinister	-	-	-	-	MónicaRaquelPérezSerna	Pérez Serna, Mónica Raquel	F	-	
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u5	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u6	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u7	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	JoséManuelGarcíaMargalloyMarfil	García-Margallo y Marfil, José Manuel	M	-	
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u8	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u9	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Regular	MP	notMinister	UPN	Unión del Pueblo Navarro	Opposition	Centre-right to right	CarlosCasimiroSalvadorArmendáriz	Salvador Armendáriz, Carlos Casimiro	M	1966	
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u10	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-09-14-CD150914	ParlaMint-ES_2015-09-14-CD150914.u11	Plenary session 284 (2015-09-14)	2015-09-14	Lower house	Legislatura X	Sesión plenaria núm. 284	-	2015-09-14	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	IreneLozanoDomingo	Lozano Domingo, Irene	F	1971	
