Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u1	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u2	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u3	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Regular	MP	notMinister	EUiA	Esquerra Unida i Alternativa	Opposition	Left	JoanJosepNuetPujals	Nuet Pujals, Joan Josep	M	1964	
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u4	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u5	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	PereMaciasiArau	Macias i Arau, Pere	M	1956	
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u6	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u7	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	GabrielEchávarriFernández	Echávarri Fernández, Gabriel	M	1970	
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u8	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u9	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	AurelioRomeroGirón	Romero Girón, Aurelio	M	1947	
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u10	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u11	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-06-11-CD150611	ParlaMint-ES_2015-06-11-CD150611.u12	Plenary session 270 (2015-06-11)	2015-06-11	Lower house	Legislatura X	Sesión plenaria núm. 270	-	2015-06-11	-	Reference	English	Regular	MP	notMinister	Amaiur	Amaiur	Opposition	Left	JonIñarrituGarcía	Iñarritu García, Jon	M	1979	
