Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u1	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u2	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u13	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u14	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u15	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	CarlosMartínezGorriarán	Martínez Gorriarán, Carlos	M	1959	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u16	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u17	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	MaríaCaridadGarcíaÁlvarez	García Álvarez, María Caridad	F	1946	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u18	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u19	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MariaCarmeSayósiMotilla	Sayós i Motilla, Maria Carme	F	1970	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u20	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u21	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MariaCarmeSayósiMotilla	Sayós i Motilla, Maria Carme	F	1970	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u22	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u23	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u24	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u25	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	JuanBertomeuBertomeu	Bertomeu Bertomeu, Juan	M	1954	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u26	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u27	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u28	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	JorgeFernándezDíaz	Fernández Díaz, Jorge	M	1950	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u29	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u30	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	GB	Geroa Bai	Opposition	Centre-left	UxueBarkosBerruezo	Barkos Berruezo, Uxue	F	1964	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u31	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u32	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	UPN	Unión del Pueblo Navarro	Opposition	Centre-right to right	CarlosCasimiroSalvadorArmendáriz	Salvador Armendáriz, Carlos Casimiro	M	1966	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u33	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u34	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	Amaiur	Amaiur	Opposition	Left	SabinoCuadraLasarte	Cuadra Lasarte, Sabino	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u35	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u36	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosebaAndoniAgirretxeaUrresti	Agirretxea Urresti, Joseba Andoni	M	1966	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u37	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u38	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	IreneLozanoDomingo	Lozano Domingo, Irene	F	1971	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u39	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u40	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	ÁlvaroSanzRemón	Sanz Remón, Álvaro	M	1977	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u41	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u42	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	ÁlvaroSanzRemón	Sanz Remón, Álvaro	M	1977	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u43	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u44	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	FeliuJoanGuillaumesiRàfols	Guillaumes i Ràfols, Feliu-Joan	M	1962	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u45	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u46	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	SusanaSumelzoJordán	Sumelzo Jordán, Susana	F	1969	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u47	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u48	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	PP-PAR	Partido Popular - Partido Aragonés	Coalition	Centre-right to right	EloySuárezLamata	Suárez Lamata, Eloy	M	1962	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u49	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u50	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u51	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	MaríaOlaiaFernándezDavila	Fernández Davila, María Olaia	F	1954	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u52	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u53	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	ERC-RI.cat	Esquerra Republicana de Catalunya - Reagrupament Independentista	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u54	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u55	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	Amaiur	Amaiur	Opposition	Left	OnintzaEnbeitaMaguregi	Enbeita Maguregi, Onintza	F	1979	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u56	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u57	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u58	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u59	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u60	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u61	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	CarlosMartínezGorriarán	Martínez Gorriarán, Carlos	M	1959	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u62	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u63	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	GasparLlamazaresTrigo	Llamazares Trigo, Gaspar	M	1957	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u64	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u65	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MontserratSurrocaiComas	Surroca i Comas, Montserrat	F	1974	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u66	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u67	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MontserratSurrocaiComas	Surroca i Comas, Montserrat	F	1974	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u68	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u69	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	RosaAguilarRivero	Aguilar Rivero, Rosa	F	1957	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u70	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u71	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	RosaAguilarRivero	Aguilar Rivero, Rosa	F	1957	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u72	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u73	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	RosaAguilarRivero	Aguilar Rivero, Rosa	F	1957	
ParlaMint-ES-en_2015-03-26-CD150326	ParlaMint-ES_2015-03-26-CD150326.u74	Plenary session 252 (2015-03-26)	2015-03-26	Lower house	Legislatura X	Sesión plenaria núm. 252	-	2015-03-26	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
