Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u1	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u2	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u3	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u4	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u5	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Regular	MP	notMinister	CC-NC-PNC	Coalición Canaria-Nueva Canaria-Partido Nacionalista Canario	Opposition	Centre to centre-right	AnaMaríaOramasGonzálezMoro	Oramas González-Moro, Ana María	F	1955	
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u6	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u7	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	JulioLleonartCrespo	Lleonart Crespo, Julio	M	1979	
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u8	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u9	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	AscensiónDeLasHerasLadera	De Las Heras Ladera, Ascensión	F	1964	
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u10	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u11	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MontserratSurrocaiComas	Surroca i Comas, Montserrat	F	1974	
ParlaMint-ES-en_2015-05-28-CD150528	ParlaMint-ES_2015-05-28-CD150528.u12	Plenary session 267 (2015-05-28)	2015-05-28	Lower house	Legislatura X	Sesión plenaria núm. 267	-	2015-05-28	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
