Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u1	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u29	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RosaMaríaDíezGonzález	Díez González, Rosa María	F	1952	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u30	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u31	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RosaMaríaDíezGonzález	Díez González, Rosa María	F	1952	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u32	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u33	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u34	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u35	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u36	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u37	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u38	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u39	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u40	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u41	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JoséIgnacioSánchezAmor	Sánchez Amor, José Ignacio	M	1960	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u42	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u43	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MontserratSurrocaiComas	Surroca i Comas, Montserrat	F	1974	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u44	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u45	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	CarlesCampuzanoiCanadés	Campuzano i Canadés, Carles	M	1964	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u46	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u47	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	PedroRamónGómezDelaSernayVillacieros	Gómez De la Serna y Villacieros, Pedro Ramón	M	1962	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u48	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u49	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	PedroRamónGómezDelaSernayVillacieros	Gómez De la Serna y Villacieros, Pedro Ramón	M	1962	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u50	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u51	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u52	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u53	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u54	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u55	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u56	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u57	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u58	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u59	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u60	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u61	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u62	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u63	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u64	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u65	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u66	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u67	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u68	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u69	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u70	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	MaríaOlaiaFernándezDavila	Fernández Davila, María Olaia	F	1954	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u71	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u72	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	ERC-RI.cat	Esquerra Republicana de Catalunya - Reagrupament Independentista	Opposition	Centre-left to left	TeresaJordàiRoura	Jordà i Roura, Teresa	F	1972	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u73	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u74	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	PedroMaríaAzpiazuUriarte	Azpiazu Uriarte, Pedro María	M	1957	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u75	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u76	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RafaelCalduchCervera	Calduch Cervera, Rafael	M	1952	
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u77	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-01-CD151001	ParlaMint-ES_2015-10-01-CD151001.u78	Plenary session 289 (2015-10-01)	2015-10-01	Lower house	Legislatura X	Sesión plenaria núm. 289	-	2015-10-01	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MartíBarberàiMontserrat	Barberà i Montserrat, Martí	M	1966	
