Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u1	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u2	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u3	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u4	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	EUiA	Esquerra Unida i Alternativa	Opposition	Left	JoanJosepNuetPujals	Nuet Pujals, Joan Josep	M	1964	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u5	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u6	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	ERC-RI.cat	Esquerra Republicana de Catalunya - Reagrupament Independentista	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u7	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u8	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	GB	Geroa Bai	Opposition	Centre-left	BicenteSerranoIzko	Serrano Izko, Bicente	M	1948	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u9	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u10	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	AitorEstebanBravo	Esteban Bravo, Aitor	M	1962	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u11	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u12	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RafaelCalduchCervera	Calduch Cervera, Rafael	M	1952	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u13	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u14	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	CarmenCastellanoiFernández	Castellano i Fernández, Carmen	F	-	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u15	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u16	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	JordiXuclàiCosta	Xuclà i Costa, Jordi	M	1973	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u17	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u18	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	VíctorMorlánGracia	Morlán Gracia, Víctor	M	1947	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u19	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u20	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	AndreaFabraFernández	Fabra Fernández, Andrea	F	1973	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u21	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u22	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u23	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	CarlesCampuzanoiCanadés	Campuzano i Canadés, Carles	M	1964	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u24	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u25	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RafaelCalduchCervera	Calduch Cervera, Rafael	M	1952	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u26	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u27	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u28	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u29	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u30	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u31	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	Amaiur	Amaiur	Opposition	Left	IkerUrbinaFernández	Urbina Fernández, Iker	M	1977	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u32	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u33	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u34	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u35	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u36	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u37	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u38	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u39	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaTeresaRodríguezBarahona	Rodríguez Barahona, María Teresa	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u40	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u41	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaTeresaRodríguezBarahona	Rodríguez Barahona, María Teresa	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u42	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u43	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaTeresaRodríguezBarahona	Rodríguez Barahona, María Teresa	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u44	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u45	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaTeresaRodríguezBarahona	Rodríguez Barahona, María Teresa	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u46	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u47	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaTeresaRodríguezBarahona	Rodríguez Barahona, María Teresa	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u48	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u49	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaTeresaRodríguezBarahona	Rodríguez Barahona, María Teresa	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u50	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u51	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	AntonioGallegoBurgos	Gallego Burgos, Antonio	M	1975	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u52	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u53	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	CarlesCampuzanoiCanadés	Campuzano i Canadés, Carles	M	1964	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u54	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u55	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	CarlesCampuzanoiCanadés	Campuzano i Canadés, Carles	M	1964	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u56	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-10-13-CD151013	ParlaMint-ES_2015-10-13-CD151013.u57	Plenary session 290 (2015-10-13)	2015-10-13	Lower house	Legislatura X	Sesión plenaria núm. 290	-	2015-10-13	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
