Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u1	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u12	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	AlbertoGarzónEspinosa	Garzón Espinosa, Alberto	M	1985	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u13	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u14	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RosaMaríaDíezGonzález	Díez González, Rosa María	F	1952	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u15	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u16	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	AitorEstebanBravo	Esteban Bravo, Aitor	M	1962	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u17	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u18	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	Amaiur	Amaiur	Opposition	Left	RafaelLarreinaValderrama	Larreina Valderrama, Rafael	M	1956	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u19	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u20	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	ERC-RI.cat	Esquerra Republicana de Catalunya - Reagrupament Independentista	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u21	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u22	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	MaríaOlaiaFernándezDavila	Fernández Davila, María Olaia	F	1954	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u23	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u24	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	CC-NC-PNC	Coalición Canaria-Nueva Canaria-Partido Nacionalista Canario	Opposition	Centre to centre-right	AnaMaríaOramasGonzálezMoro	Oramas González-Moro, Ana María	F	1955	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u25	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u26	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	Compromís-Q	Comprommís-Q	Opposition	-	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u27	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u28	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u29	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	UPN	Unión del Pueblo Navarro	Opposition	Centre-right to right	CarlosCasimiroSalvadorArmendáriz	Salvador Armendáriz, Carlos Casimiro	M	1966	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u30	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u31	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RafaelAntonioHernandoFraile	Hernando Fraile, Rafael Antonio	M	1961	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u32	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u33	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MarianoRajoyBrey	Rajoy Brey, Mariano	M	1955	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u34	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u35	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	PedroSánchezPérezCastejón	Sánchez Pérez-Castejón, Pedro	M	1972	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u36	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u37	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	PedroSánchezPérezCastejón	Sánchez Pérez-Castejón, Pedro	M	1972	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u38	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u39	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	PedroSánchezPérezCastejón	Sánchez Pérez-Castejón, Pedro	M	1972	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u40	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u41	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	PereMaciasiArau	Macias i Arau, Pere	M	1956	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u42	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u43	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	JosepAntoniDurániLleida	Durán i Lleida, Josep Antoni	M	1952	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u44	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u45	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	AlbertoGarzónEspinosa	Garzón Espinosa, Alberto	M	1985	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u46	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u47	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RosaMaríaDíezGonzález	Díez González, Rosa María	F	1952	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u48	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u49	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MarianoRajoyBrey	Rajoy Brey, Mariano	M	1955	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u50	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u51	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u52	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u53	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u54	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	PSC-PSOE	Partido Socialista de Cataluya - Partido Socialista Obrero Español	Opposition	Centre-left	JoanRangelTarrés	Rangel Tarrés, Joan	M	1950	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u55	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u56	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	PereMaciasiArau	Macias i Arau, Pere	M	1956	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u57	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JaimeJavierBarreroLópez	Barrero López, Jaime Javier	M	1949	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u58	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	AntoniPicóiAzanza	Picó i Azanza, Antoni	M	1970	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u59	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u60	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u61	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u62	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u63	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u64	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u65	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u66	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u67	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u68	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RafaelCalduchCervera	Calduch Cervera, Rafael	M	1952	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u69	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u70	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	PedroMaríaAzpiazuUriarte	Azpiazu Uriarte, Pedro María	M	1957	
ParlaMint-ES-en_2015-07-15-CD150715	ParlaMint-ES_2015-07-15-CD150715.u71	Plenary session 279 (2015-07-15)	2015-07-15	Lower house	Legislatura X	Sesión plenaria núm. 279 extraordinaria extraordinaria	-	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	DolorsMontserratMontserrat	Montserrat Montserrat, Dolors	F	1973	
