Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u1	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u2	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	PedroMorenésEulate	Morenés Eulate, Pedro	M	1948	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u3	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u4	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	IreneLozanoDomingo	Lozano Domingo, Irene	F	1971	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u5	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u6	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosebaAndoniAgirretxeaUrresti	Agirretxea Urresti, Joseba Andoni	M	1966	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u7	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u8	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	ÁlvaroSanzRemón	Sanz Remón, Álvaro	M	1977	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u9	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u10	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	FeliuJoanGuillaumesiRàfols	Guillaumes i Ràfols, Feliu-Joan	M	1962	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u11	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u12	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JoséEnriqueSerranoMartínez	Serrano Martínez, José Enrique	M	1949	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u13	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u14	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	VicenteFerrerRoselló	Ferrer Roselló, Vicente	M	1959	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u15	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u16	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	VicenteFerrerRoselló	Ferrer Roselló, Vicente	M	1959	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u17	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u18	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	IreneLozanoDomingo	Lozano Domingo, Irene	F	1971	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u19	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u20	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	VicenteFerrerRoselló	Ferrer Roselló, Vicente	M	1959	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u21	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u22	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	PedroMorenésEulate	Morenés Eulate, Pedro	M	1948	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u23	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u24	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u25	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u26	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	LuisDeGuindosJurado	Guindos Jurado, Luis De	M	1960	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u27	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u28	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JuanMoscosoDelPradoHernández	Moscoso Del Prado Hernández, Juan	M	1966	
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u29	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-03-12-CD150312	ParlaMint-ES_2015-03-12-CD150312.u30	Plenary session 250 (2015-03-12)	2015-03-12	Lower house	Legislatura X	Sesión plenaria núm. 250	-	2015-03-12	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	ManuelDelaRochaRubí	De la Rocha Rubí, Manuel	M	1947	
