Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u1	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u2	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u3	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u4	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	ICV	Iniciativa per Catalunya Verds	Opposition	Left	JoanCoscubielaConesa	Coscubiela Conesa, Joan	M	1954	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u5	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u6	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u7	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	PedroMaríaAzpiazuUriarte	Azpiazu Uriarte, Pedro María	M	1957	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u8	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u9	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	PP-EU	Partido Popular	Coalition	Centre-right to right	MaríaTeresaAnguloRomero	Angulo Romero, María Teresa	F	1968	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u10	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u11	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	MariaCarmeSayósiMotilla	Sayós i Motilla, Maria Carme	F	1970	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u12	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u13	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	SusanaSumelzoJordán	Sumelzo Jordán, Susana	F	1969	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u14	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u15	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u16	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u17	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	AitorEstebanBravo	Esteban Bravo, Aitor	M	1962	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u18	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u19	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	CarlosMartínezGorriarán	Martínez Gorriarán, Carlos	M	1959	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u20	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u21	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	GasparLlamazaresTrigo	Llamazares Trigo, Gaspar	M	1957	
ParlaMint-ES-en_2015-04-16-CD150416	ParlaMint-ES_2015-04-16-CD150416.u22	Plenary session 255 (2015-04-16)	2015-04-16	Lower house	Legislatura X	Sesión plenaria núm. 255	-	2015-04-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
