Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u1	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u2	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Coalition	Centre-right	StienekevanderGraaf	van der Graaf, Stieneke	F	1984	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u3	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HarryvanderMolen	van der Molen, Harry	M	1980	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u4	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u5	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	WybrenvanHaga	van Haga, Wybren	M	1967	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u6	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u7	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u8	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-05-tweedekamer-9	ParlaMint-NL_2018-07-05-tweedekamer-9.u9	Report of the meeting of the Dutch Lower House, Meeting 103, Session 9 (2018-07-05)	2018-07-05	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 103	Sitting 2018-07-05	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
